date	size"/"remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ("servermsg")	MIME	Etag|Date	URL	localfile	(from URL)
23:24:40	4190/4190	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:05%20GMT	http://product.hstatic.net/200000291373/product/product20_9bfcb21730cf4da0b47bf3d3db8a9966_medium.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product20_9bfcb21730cf4da0b47bf3d3db8a9966_medium.jpg	(from https://chicken-run.myharavan.com/collections/all)
23:24:41	304753/304753	---MCZ	200	added ("OK")	text/html	etag:W/%224cce16b6fa084b56a1337e8931c4f25f%22	https://chicken-run.myharavan.com/products/chai-coca-1-5l	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/chai-coca-1-5l.html	(from https://chicken-run.myharavan.com/collections/all)
23:24:41	12381/12381	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:05%20GMT	http://product.hstatic.net/200000291373/product/product20_9bfcb21730cf4da0b47bf3d3db8a9966_large.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product20_9bfcb21730cf4da0b47bf3d3db8a9966_large.jpg	(from https://chicken-run.myharavan.com/collections/all)
23:24:42	313370/313370	---MCZ	200	added ("OK")	text/html	etag:W/%2230f20249faef4e9297ef3b6fd502768e%22	https://chicken-run.myharavan.com/products/ga-xien-que	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/ga-xien-que.html	(from https://chicken-run.myharavan.com/collections/all)
23:24:42	301856/301856	---MCZ	200	added ("OK")	text/html	etag:W/%22b369d29fa6e642c3945090e204d003c3%22	https://chicken-run.myharavan.com/collections/all?page=3	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/collections/all9ba9.html	(from https://chicken-run.myharavan.com/collections/all)
23:24:42	0/0	---M--	404	error ("Not%20Found")	text/html	etag:W/%22bf5113e11c834886b8c5683c486bd9e1%22	https://chicken-run.myharavan.com/products/owl.video.play.png	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/owl.video.play.png	(from https://chicken-run.myharavan.com/products/ga-ran-gion-truyen-thong)
23:24:46	45971/45971	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:10%20GMT	http://product.hstatic.net/200000291373/product/product8_c15ff3d0-2abf-4e20-9925-6c59496e58c4_58f2da4951e845eeab5c1eb74863c718_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product8_c15ff3d0-2abf-4e20-9925-6c59496e58c4_58f2da4951e845eeab5c1eb74863c718_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/ga-ran-gion-truyen-thong)
23:24:47	50484/50484	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:11%20GMT	http://product.hstatic.net/200000291373/product/product8_c15ff3d0-2abf-4e20-9925-6c59496e58c4_58f2da4951e845eeab5c1eb74863c718_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product8_c15ff3d0-2abf-4e20-9925-6c59496e58c4_58f2da4951e845eeab5c1eb74863c718_master.jpg	(from https://chicken-run.myharavan.com/products/ga-ran-gion-truyen-thong)
23:24:47	165/165	---MCZ	200	added ("OK")	application/json	date:Wed,%2022%20May%202024%2016:24:49%20GMT	https://chicken-run.myharavan.com/cart.js	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/cart.json	(from https://chicken-run.myharavan.com/products/ga-ran-gion-truyen-thong)
23:24:51	42971/42971	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:16%20GMT	http://product.hstatic.net/200000291373/product/product5_6c122cb7f3b249318cfd95d4d4bb83e5_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product5_6c122cb7f3b249318cfd95d4d4bb83e5_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/ga-pho-mai-tuyet)
23:24:55	47616/47616	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:16%20GMT	http://product.hstatic.net/200000291373/product/product5_6c122cb7f3b249318cfd95d4d4bb83e5_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product5_6c122cb7f3b249318cfd95d4d4bb83e5_master.jpg	(from https://chicken-run.myharavan.com/products/ga-pho-mai-tuyet)
23:24:55	47707/47707	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:18%20GMT	http://product.hstatic.net/200000291373/product/product12_28bfacfe528e4128a192c673ad83a99e_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product12_28bfacfe528e4128a192c673ad83a99e_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/ga-ran-bulgogi)
23:24:56	52375/52375	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:19%20GMT	http://product.hstatic.net/200000291373/product/product12_28bfacfe528e4128a192c673ad83a99e_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product12_28bfacfe528e4128a192c673ad83a99e_master.jpg	(from https://chicken-run.myharavan.com/products/ga-ran-bulgogi)
23:25:00	49028/49028	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:20%20GMT	http://product.hstatic.net/200000291373/product/product11_677bed4c-50d3-4938-ad68-b6780f920dfc_b9f53552fd3c45d0b5ebeceda5cbd25f_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product11_677bed4c-50d3-4938-ad68-b6780f920dfc_b9f53552fd3c45d0b5ebeceda5cbd25f_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/ga-ran-cay)
23:25:04	49959/49959	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:26%20GMT	http://product.hstatic.net/200000291373/product/product31_0f63e89e-cacc-4e58-a1c9-ed0f994f9e05_198c1327dce64d0e9ebafa8a70ea28c3_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product31_0f63e89e-cacc-4e58-a1c9-ed0f994f9e05_198c1327dce64d0e9ebafa8a70ea28c3_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/ga-chien-gion-sot-trung-muoi)
23:25:04	56523/56523	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:21%20GMT	http://product.hstatic.net/200000291373/product/product11_677bed4c-50d3-4938-ad68-b6780f920dfc_b9f53552fd3c45d0b5ebeceda5cbd25f_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product11_677bed4c-50d3-4938-ad68-b6780f920dfc_b9f53552fd3c45d0b5ebeceda5cbd25f_master.jpg	(from https://chicken-run.myharavan.com/products/ga-ran-cay)
23:25:05	54649/54649	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:28%20GMT	http://product.hstatic.net/200000291373/product/product31_0f63e89e-cacc-4e58-a1c9-ed0f994f9e05_198c1327dce64d0e9ebafa8a70ea28c3_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product31_0f63e89e-cacc-4e58-a1c9-ed0f994f9e05_198c1327dce64d0e9ebafa8a70ea28c3_master.jpg	(from https://chicken-run.myharavan.com/products/ga-chien-gion-sot-trung-muoi)
23:25:07	43210/43210	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:30%20GMT	http://product.hstatic.net/200000291373/product/product19_500b2d6209c54de993240f50ab785703_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product19_500b2d6209c54de993240f50ab785703_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/ga-chien-gion-tam-nuoc-mam)
23:25:09	28171/28171	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:36%20GMT	http://product.hstatic.net/200000291373/product/product21_f8235494fdf949a995bd9bb0ff3861e2_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product21_f8235494fdf949a995bd9bb0ff3861e2_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/ga-vien-duc-pho-mai)
23:25:10	30978/30978	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:38%20GMT	http://product.hstatic.net/200000291373/product/product21_f8235494fdf949a995bd9bb0ff3861e2_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product21_f8235494fdf949a995bd9bb0ff3861e2_master.jpg	(from https://chicken-run.myharavan.com/products/ga-vien-duc-pho-mai)
23:25:11	47592/47592	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:32%20GMT	http://product.hstatic.net/200000291373/product/product19_500b2d6209c54de993240f50ab785703_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product19_500b2d6209c54de993240f50ab785703_master.jpg	(from https://chicken-run.myharavan.com/products/ga-chien-gion-tam-nuoc-mam)
23:25:17	63307/63307	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:39%20GMT	http://product.hstatic.net/200000291373/product/product6_3f9dbc6d-9e03-4576-985c-3f6e731006d7_1b08b24f13de4d7da62d7f53d63dfd54_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product6_3f9dbc6d-9e03-4576-985c-3f6e731006d7_1b08b24f13de4d7da62d7f53d63dfd54_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/canh-ga-chien-gion-sot-ngu-vi-huong)
23:25:18	45570/45570	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:41%20GMT	http://product.hstatic.net/200000291373/product/product37_a99783f3-6b62-4a11-83ca-48819c75425a_38eae06411694b35a99b4eeb34d190b6_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product37_a99783f3-6b62-4a11-83ca-48819c75425a_38eae06411694b35a99b4eeb34d190b6_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/ga-chien-gion-cay-han-quoc)
23:25:20	53050/53050	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:44%20GMT	http://product.hstatic.net/200000291373/product/product37_a99783f3-6b62-4a11-83ca-48819c75425a_38eae06411694b35a99b4eeb34d190b6_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product37_a99783f3-6b62-4a11-83ca-48819c75425a_38eae06411694b35a99b4eeb34d190b6_master.jpg	(from https://chicken-run.myharavan.com/products/ga-chien-gion-cay-han-quoc)
23:25:20	68884/68884	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:40%20GMT	http://product.hstatic.net/200000291373/product/product6_3f9dbc6d-9e03-4576-985c-3f6e731006d7_1b08b24f13de4d7da62d7f53d63dfd54_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product6_3f9dbc6d-9e03-4576-985c-3f6e731006d7_1b08b24f13de4d7da62d7f53d63dfd54_master.jpg	(from https://chicken-run.myharavan.com/products/canh-ga-chien-gion-sot-ngu-vi-huong)
23:25:21	3395/3395	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:54%20GMT	http://product.hstatic.net/200000291373/product/product39_bdb6d058b4684784b53339edb2bfb234_compact.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product39_bdb6d058b4684784b53339edb2bfb234_compact.jpg	(from https://chicken-run.myharavan.com/products/combo-ga-chien-gion-khoai-tay-chien)
23:25:22	34634/34634	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:50%20GMT	http://product.hstatic.net/200000291373/product/product9_7e910ac27bac41769f18954bf6de79fc_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product9_7e910ac27bac41769f18954bf6de79fc_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/ga-gion-khong-xuong)
23:25:23	3204/3204	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:56%20GMT	http://product.hstatic.net/200000291373/product/product24_e33fcf61725649b19135aa114ed8d789_compact.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product24_e33fcf61725649b19135aa114ed8d789_compact.jpg	(from https://chicken-run.myharavan.com/products/combo-ga-chien-gion-khoai-tay-chien)
23:25:24	37982/37982	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:50%20GMT	http://product.hstatic.net/200000291373/product/product9_7e910ac27bac41769f18954bf6de79fc_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product9_7e910ac27bac41769f18954bf6de79fc_master.jpg	(from https://chicken-run.myharavan.com/products/ga-gion-khong-xuong)
23:25:25	2568/2568	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:58%20GMT	http://product.hstatic.net/200000291373/product/product18_c5ead0cc-02c5-4fc5-a950-a1b3e46e2d6b_7ad7cc064a804766961d29ff70a22b4f_compact.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product18_c5ead0cc-02c5-4fc5-a950-a1b3e46e2d6b_7ad7cc064a804766961d29ff70a22b4f_compact.jpg	(from https://chicken-run.myharavan.com/products/combo-ga-chien-gion-khoai-tay-chien)
23:25:31	71509/71509	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:52%20GMT	http://product.hstatic.net/200000291373/product/product39_bdb6d058b4684784b53339edb2bfb234_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product39_bdb6d058b4684784b53339edb2bfb234_master.jpg	(from https://chicken-run.myharavan.com/products/combo-ga-chien-gion-khoai-tay-chien)
23:25:32	56362/56362	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:57%20GMT	http://product.hstatic.net/200000291373/product/product18_c5ead0cc-02c5-4fc5-a950-a1b3e46e2d6b_7ad7cc064a804766961d29ff70a22b4f_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product18_c5ead0cc-02c5-4fc5-a950-a1b3e46e2d6b_7ad7cc064a804766961d29ff70a22b4f_master.jpg	(from https://chicken-run.myharavan.com/products/combo-ga-chien-gion-khoai-tay-chien)
23:25:32	70851/70851	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:52:56%20GMT	http://product.hstatic.net/200000291373/product/product24_e33fcf61725649b19135aa114ed8d789_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product24_e33fcf61725649b19135aa114ed8d789_master.jpg	(from https://chicken-run.myharavan.com/products/combo-ga-chien-gion-khoai-tay-chien)
23:25:38	69690/69690	---M--	200	added ("OK")	image/jpeg	etag:%22ba0559b8456dec45ed09c8fbfc04df24%22	https://product.hstatic.net/200000291373/product/product24_e33fcf61725649b19135aa114ed8d789.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product24_e33fcf61725649b19135aa114ed8d789.jpg	(from https://chicken-run.myharavan.com/products/combo-ga-chien-gion-khoai-tay-chien)
23:25:39	41160/41160	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:08%20GMT	http://product.hstatic.net/200000291373/product/product35_ea16a488a8244ed3a8db1c07e9d5565c_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product35_ea16a488a8244ed3a8db1c07e9d5565c_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/xien-ga-nuong-rau-cu-qua)
23:25:41	65368/65368	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:04%20GMT	http://product.hstatic.net/200000291373/product/product34_cae07b2443594f72839eb3c628743c2f_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product34_cae07b2443594f72839eb3c628743c2f_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/ga-nuong-tieu-den-nguyen-con)
23:25:42	15013/15013	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:15%20GMT	http://product.hstatic.net/200000291373/product/le-traiteur-frozen-3-joint-wings-1kg_7fa4dca7c09c4a5aa0123a4ab01f1461_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/le-traiteur-frozen-3-joint-wings-1kg_7fa4dca7c09c4a5aa0123a4ab01f1461_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/canh-ga-tuoi)
23:25:42	6161/6161	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:15%20GMT	http://product.hstatic.net/200000291373/product/g1_cd8339faa19149faa8753dfb95141363_medium.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g1_cd8339faa19149faa8753dfb95141363_medium.jpg	(from https://chicken-run.myharavan.com/products/canh-ga-tuoi)
23:25:42	72023/72023	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:07%20GMT	http://product.hstatic.net/200000291373/product/product34_cae07b2443594f72839eb3c628743c2f_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product34_cae07b2443594f72839eb3c628743c2f_master.jpg	(from https://chicken-run.myharavan.com/products/ga-nuong-tieu-den-nguyen-con)
23:25:45	304789/304789	---MCZ	200	added ("OK")	text/html	etag:W/%22d17977c8f04f47d2bf30cccc7f119455%22	https://chicken-run.myharavan.com/products/canh-ga-490g	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/canh-ga-490g.html	(from https://chicken-run.myharavan.com/products/canh-ga-tuoi)
23:25:46	5898/5898	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:18%20GMT	http://product.hstatic.net/200000291373/product/g2_1633656debb548a2bbea6483d8f19231_medium.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g2_1633656debb548a2bbea6483d8f19231_medium.jpg	(from https://chicken-run.myharavan.com/products/canh-ga-tuoi)
23:25:47	19503/19503	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:17%20GMT	http://product.hstatic.net/200000291373/product/g1_cd8339faa19149faa8753dfb95141363_large.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g1_cd8339faa19149faa8753dfb95141363_large.jpg	(from https://chicken-run.myharavan.com/products/canh-ga-tuoi)
23:25:47	44961/44961	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:14%20GMT	http://product.hstatic.net/200000291373/product/product35_ea16a488a8244ed3a8db1c07e9d5565c_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product35_ea16a488a8244ed3a8db1c07e9d5565c_master.jpg	(from https://chicken-run.myharavan.com/products/xien-ga-nuong-rau-cu-qua)
23:25:50	6273/6273	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:22%20GMT	http://product.hstatic.net/200000291373/product/g3_d4e92c4c37bf495eab09712985218110_medium.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g3_d4e92c4c37bf495eab09712985218110_medium.jpg	(from https://chicken-run.myharavan.com/products/canh-ga-tuoi)
23:25:50	18313/18313	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:21%20GMT	http://product.hstatic.net/200000291373/product/g2_1633656debb548a2bbea6483d8f19231_large.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g2_1633656debb548a2bbea6483d8f19231_large.jpg	(from https://chicken-run.myharavan.com/products/canh-ga-tuoi)
23:25:50	304779/304779	---MCZ	200	added ("OK")	text/html	etag:W/%224a0263399aa64e82bae5894ec53d2120%22	https://chicken-run.myharavan.com/products/chan-ga-490g	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/chan-ga-490g.html	(from https://chicken-run.myharavan.com/products/canh-ga-tuoi)
23:25:50	20809/20809	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:23%20GMT	http://product.hstatic.net/200000291373/product/g3_d4e92c4c37bf495eab09712985218110_large.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g3_d4e92c4c37bf495eab09712985218110_large.jpg	(from https://chicken-run.myharavan.com/products/canh-ga-tuoi)
23:25:53	16234/16234	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:26%20GMT	http://product.hstatic.net/200000291373/product/le-traiteur-frozen-3-joint-wings-1kg_7fa4dca7c09c4a5aa0123a4ab01f1461_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/le-traiteur-frozen-3-joint-wings-1kg_7fa4dca7c09c4a5aa0123a4ab01f1461_master.jpg	(from https://chicken-run.myharavan.com/products/canh-ga-tuoi)
23:25:54	304845/304845	---MCZ	200	added ("OK")	text/html	etag:W/%2248b5198f4f954efabb513fadca82441d%22	https://chicken-run.myharavan.com/products/dui-ga-goc-tu-490g	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/dui-ga-goc-tu-490g.html	(from https://chicken-run.myharavan.com/products/canh-ga-tuoi)
23:25:54	12946/12946	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:27%20GMT	http://product.hstatic.net/200000291373/product/frozen-chicken-drumstick-100-130g-pc-8-10-pcs-pack_8ca4607481d34918899941eca364c195_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/frozen-chicken-drumstick-100-130g-pc-8-10-pcs-pack_8ca4607481d34918899941eca364c195_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/dui-ga-tuoi)
23:25:54	12946/12946	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:28%20GMT	http://product.hstatic.net/200000291373/product/frozen-chicken-drumstick-100-130g-pc-8-10-pcs-pack_8ca4607481d34918899941eca364c195_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/frozen-chicken-drumstick-100-130g-pc-8-10-pcs-pack_8ca4607481d34918899941eca364c195_master.jpg	(from https://chicken-run.myharavan.com/products/dui-ga-tuoi)
23:25:56	24300/24300	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:30%20GMT	http://product.hstatic.net/200000291373/product/phi-le-ga_8692dc92712d4d5e9a302bae5a0f39b4_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/phi-le-ga_8692dc92712d4d5e9a302bae5a0f39b4_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/uc-ga-fillet-ga)
23:25:57	24300/24300	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:53:30%20GMT	http://product.hstatic.net/200000291373/product/phi-le-ga_8692dc92712d4d5e9a302bae5a0f39b4_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/phi-le-ga_8692dc92712d4d5e9a302bae5a0f39b4_master.jpg	(from https://chicken-run.myharavan.com/products/uc-ga-fillet-ga)
23:26:01	272938/272938	---MCZ	404	error ("Not%20Found")	text/html	date:Wed,%2022%20May%202024%2016:26:03%20GMT	https://chicken-run.myharavan.com/chrome-extension://	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/chrome-extension_/index.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
23:26:02	272938/272938	---MCZ	404	error ("Not%20Found")	text/html	date:Wed,%2022%20May%202024%2016:26:03%20GMT	https://chicken-run.myharavan.com/GET	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/GET.105.delayed	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
23:26:07	272938/272938	---MCZ	404	error ("Not%20Found")	text/html	date:Wed,%2022%20May%202024%2016:26:07%20GMT	https://chicken-run.myharavan.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
23:26:07	272938/272938	---MCZ	404	error ("Not%20Found")	text/html	date:Wed,%2022%20May%202024%2016:26:07%20GMT	https://chicken-run.myharavan.com/^([^:/?	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/^([^_/indexd41d.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
23:26:11	150/150	---MCZ	404	error ("Not%20Found")	text/html	date:Wed,%2022%20May%202024%2016:26:12%20GMT	https://chicken-run.myharavan.com/restserver.php	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/restserver.php	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
23:26:13	0/0	---M--	404	error ("Not%20Found")	text/html	date:Wed,%2022%20May%202024%2016:26:18%20GMT	http://theme.hstatic.net/robots.txt		(from http://theme.hstatic.net/200000291373/1000688425/14/styles.css?v=124)
23:26:17	272938/272938	---MCZ	404	error ("Not%20Found")	text/html	date:Wed,%2022%20May%202024%2016:26:17%20GMT	https://chicken-run.myharavan.com/dialog/	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/dialog/index.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
23:26:20	272938/272938	---MCZ	404	error ("Not%20Found")	text/html	date:Wed,%2022%20May%202024%2016:26:19%20GMT	https://chicken-run.myharavan.com/LiveChatEvent/	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/LiveChatEvent/index.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
23:26:20	148711/148711	---M--	200	added ("OK")	image/jpeg	etag:%2224f753a482af9544f2f73cd6b7e6a6f8%22	http://theme.hstatic.net/200000291373/1000688425/14/page_banner.jpg?v=124	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/page_banner7944.jpg	(from https://chicken-run.myharavan.com/pages/chinh-sach-doi-tra)
23:26:23	272938/272938	---MCZ	404	error ("Not%20Found")	text/html	date:Wed,%2022%20May%202024%2016:26:23%20GMT	https://chicken-run.myharavan.com/rsrc.php/	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/rsrc.php/index.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
23:26:25	2063/2063	---M--	200	added ("OK")	image/gif	etag:%22866712236fb84926c0b13fc4937208ac%22	http://hstatic.net/0/0/global/noDefaultImage6_large.gif	D:/PetProject/TemplateWebsite/hstatic.net/0/0/global/noDefaultImage6_large.gif	(from https://chicken-run.myharavan.com/collections)
23:26:25	277119/277119	---MCZ	200	added ("OK")	text/html	etag:W/%223dc4b58f947240ef905595c4e7a67551%22	https://chicken-run.myharavan.com/collections/tandoori	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/collections/tandoori.html	(from https://chicken-run.myharavan.com/collections)
23:26:30	277099/277099	---MCZ	200	added ("OK")	text/html	etag:W/%225669a1da62474e91857f44d9acc5d3ac%22	https://chicken-run.myharavan.com/collections/strips	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/collections/strips.html	(from https://chicken-run.myharavan.com/collections)
23:26:30	277089/277089	---MCZ	200	added ("OK")	text/html	etag:W/%22cb85debe675f4aa48e0c7f6e4e34b87b%22	https://chicken-run.myharavan.com/collections/spicy	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/collections/spicy.html	(from https://chicken-run.myharavan.com/collections)
